week_end,pruid,prename,prfname,vaccine_group,product_name,numtotal_totaldoses_admin,numtotal_dose1_admin,numtotal_dose2_admin,numtotal_dose3_admin,numtotal_dose4_admin,numtotal_dose5+_admin,numtotal_dosenotreported_admin,delta_week_freq,numdelta_dose1,numdelta_dose2,numdelta_dose3,numdelta_dose4,numdelta_dose5+,numdelta_notreported
2022-03-20,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2022-03-20,11,Prince Edward Island,Île-du-Prince-Édouard,Moderna Spikevax formulations,Moderna Spikevax,99455,29846,35804,33800,5,0,0,,,,,,,
2022-03-20,11,Prince Edward Island,Île-du-Prince-Édouard,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2022-03-20,11,Prince Edward Island,Île-du-Prince-Édouard,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,5961,5308,653,0,0,0,0,,,,,,,
2022-03-20,11,Prince Edward Island,Île-du-Prince-Édouard,Other vaccines,Janssen Jcovden,93,93,0,0,0,0,0,,,,,,,
2022-03-20,11,Prince Edward Island,Île-du-Prince-Édouard,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2022-03-20,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),244521,101656,97476,45359,30,0,0,,,,,,,
2022-03-20,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),14469,8468,6001,0,0,0,0,,,,,,,
2022-03-20,11,Prince Edward Island,Île-du-Prince-Édouard,Total,Total,364499,145371,139934,79159,35,0,0,,,,,,,
2022-03-20,11,Prince Edward Island,Île-du-Prince-Édouard,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2022-03-20,11,Prince Edward Island,Île-du-Prince-Édouard,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2022-03-20,12,Nova Scotia,Nouvelle-Écosse,Moderna Spikevax formulations,Moderna Spikevax,682877,162907,308152,211818,0,0,0,,,,,,,
2022-03-20,12,Nova Scotia,Nouvelle-Écosse,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2022-03-20,12,Nova Scotia,Nouvelle-Écosse,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,61729,60332,1394,3,0,0,0,,,,,,,
2022-03-20,12,Nova Scotia,Nouvelle-Écosse,Other vaccines,Janssen Jcovden,592,577,14,1,0,0,0,,,,,,,
2022-03-20,12,Nova Scotia,Nouvelle-Écosse,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2022-03-20,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),1429318,625834,509407,294077,0,0,0,,,,,,,
2022-03-20,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),74626,47116,27504,6,0,0,0,,,,,,,
2022-03-20,12,Nova Scotia,Nouvelle-Écosse,Total,Total,2254090,897451,847151,509488,0,0,0,,,,,,,
2022-03-20,12,Nova Scotia,Nouvelle-Écosse,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2022-03-20,12,Nova Scotia,Nouvelle-Écosse,Unknown,Unknown,4948,685,680,3583,0,0,0,,,,,,,
2022-03-20,13,New Brunswick,Nouveau-Brunswick,Moderna Spikevax formulations,Moderna Spikevax,511068,130832,209112,171124,,,0,,,,,,,
2022-03-20,13,New Brunswick,Nouveau-Brunswick,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,,,0,,,,,,,
2022-03-20,13,New Brunswick,Nouveau-Brunswick,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,50918,44340,6578,0,,,0,,,,,,,
2022-03-20,13,New Brunswick,Nouveau-Brunswick,Other vaccines,Janssen Jcovden,360,360,0,0,,,0,,,,,,,
2022-03-20,13,New Brunswick,Nouveau-Brunswick,Other vaccines,Medicago Covifenz,0,0,0,0,,,0,,,,,,,
2022-03-20,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),1121768,488285,419762,213721,,,0,,,,,,,
2022-03-20,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),55097,33474,21610,13,,,0,,,,,,,
2022-03-20,13,New Brunswick,Nouveau-Brunswick,Total,Total,1741102,698274,657865,384963,,,0,,,,,,,
2022-03-20,13,New Brunswick,Nouveau-Brunswick,Unknown,Not reported,0,0,0,0,,,0,,,,,,,
2022-03-20,13,New Brunswick,Nouveau-Brunswick,Unknown,Unknown,1891,983,803,105,,,0,,,,,,,
2022-03-20,24,Quebec,Québec,Moderna Spikevax formulations,Moderna Spikevax,5420793,1396927,1636496,2368039,19331,0,0,,,,,,,
2022-03-20,24,Quebec,Québec,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2022-03-20,24,Quebec,Québec,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,697921,531848,165534,539,0,0,0,,,,,,,
2022-03-20,24,Quebec,Québec,Other vaccines,Janssen Jcovden,191,191,0,0,0,0,0,,,,,,,
2022-03-20,24,Quebec,Québec,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2022-03-20,24,Quebec,Québec,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),11732481,4946042,4878670,1887142,20627,0,0,,,,,,,
2022-03-20,24,Quebec,Québec,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),719283,424366,294614,303,0,0,0,,,,,,,
2022-03-20,24,Quebec,Québec,Total,Total,18570837,7299476,6975375,4256028,39958,0,0,,,,,,,
2022-03-20,24,Quebec,Québec,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2022-03-20,24,Quebec,Québec,Unknown,Unknown,168,102,61,5,0,0,0,,,,,,,
2022-03-20,35,Ontario,Ontario,Moderna Spikevax formulations,Moderna Spikevax,8791240,2118755,3634621,2944236,93628,0,0,,,,,,,
2022-03-20,35,Ontario,Ontario,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2022-03-20,35,Ontario,Ontario,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,1088551,864778,223737,36,0,0,0,,,,,,,
2022-03-20,35,Ontario,Ontario,Other vaccines,Janssen Jcovden,3012,2880,72,60,0,0,0,,,,,,,
2022-03-20,35,Ontario,Ontario,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2022-03-20,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),20424585,8683566,7533058,4177982,29979,0,0,,,,,,,
2022-03-20,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),1022617,615493,406989,135,0,0,0,,,,,,,
2022-03-20,35,Ontario,Ontario,Total,Total,31330005,12285472,11798477,7122449,123607,0,0,,,,,,,
2022-03-20,35,Ontario,Ontario,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2022-03-20,35,Ontario,Ontario,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2022-03-20,46,Manitoba,Manitoba,Moderna Spikevax formulations,Moderna Spikevax,781724,507090,223470,51103,60,1,0,,,,,,,
2022-03-20,46,Manitoba,Manitoba,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2022-03-20,46,Manitoba,Manitoba,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,86230,83062,3150,18,0,0,0,,,,,,,
2022-03-20,46,Manitoba,Manitoba,Other vaccines,Janssen Jcovden,1336,1335,1,0,0,0,0,,,,,,,
2022-03-20,46,Manitoba,Manitoba,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2022-03-20,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),1830280,840728,689858,299382,310,2,0,,,,,,,
2022-03-20,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),123567,74549,49008,10,0,0,0,,,,,,,
2022-03-20,46,Manitoba,Manitoba,Total,Total,2823137,1506764,965487,350513,370,3,0,,,,,,,
2022-03-20,46,Manitoba,Manitoba,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2022-03-20,46,Manitoba,Manitoba,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2022-03-20,47,Saskatchewan,Saskatchewan,Moderna Spikevax formulations,Moderna Spikevax,493219,172209,210884,107122,3004,0,0,,,,,,,
2022-03-20,47,Saskatchewan,Saskatchewan,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2022-03-20,47,Saskatchewan,Saskatchewan,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,91806,74701,17045,60,0,0,0,,,,,,,
2022-03-20,47,Saskatchewan,Saskatchewan,Other vaccines,Janssen Jcovden,1716,1716,0,0,0,0,0,,,,,,,
2022-03-20,47,Saskatchewan,Saskatchewan,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2022-03-20,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),1679685,651497,631170,376999,20019,0,0,,,,,,,
2022-03-20,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),104659,61935,42707,17,0,0,0,,,,,,,
2022-03-20,47,Saskatchewan,Saskatchewan,Total,Total,2371085,962058,901806,484198,23023,0,0,,,,,,,
2022-03-20,47,Saskatchewan,Saskatchewan,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2022-03-20,47,Saskatchewan,Saskatchewan,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2022-03-20,48,Alberta,Alberta,Moderna Spikevax formulations,Moderna Spikevax,1725775,634540,683870,404379,2986,0,0,,,,,,,
2022-03-20,48,Alberta,Alberta,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2022-03-20,48,Alberta,Alberta,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,311686,267947,43172,564,3,0,0,,,,,,,
2022-03-20,48,Alberta,Alberta,Other vaccines,Janssen Jcovden,7102,7049,38,15,0,0,0,,,,,,,
2022-03-20,48,Alberta,Alberta,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2022-03-20,48,Alberta,Alberta,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),6168313,2450060,2511198,1191865,15190,0,0,,,,,,,
2022-03-20,48,Alberta,Alberta,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),271977,169480,102455,41,1,0,0,,,,,,,
2022-03-20,48,Alberta,Alberta,Total,Total,8562004,3579399,3367539,1596886,18180,0,0,,,,,,,
2022-03-20,48,Alberta,Alberta,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2022-03-20,48,Alberta,Alberta,Unknown,Unknown,77151,50323,26806,22,0,0,0,,,,,,,
2022-03-20,59,British Columbia,Colombie-Britannique,Moderna Spikevax formulations,Moderna Spikevax,3493024,909806,1159922,1422674,622,0,0,,,,,,,
2022-03-20,59,British Columbia,Colombie-Britannique,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2022-03-20,59,British Columbia,Colombie-Britannique,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,388565,278259,110100,204,2,0,0,,,,,,,
2022-03-20,59,British Columbia,Colombie-Britannique,Other vaccines,Janssen Jcovden,4854,4475,379,0,0,0,0,,,,,,,
2022-03-20,59,British Columbia,Colombie-Britannique,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2022-03-20,59,British Columbia,Colombie-Britannique,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),6995351,2984681,2804697,1205433,540,0,0,,,,,,,
2022-03-20,59,British Columbia,Colombie-Britannique,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),315632,196710,118852,70,0,0,0,,,,,,,
2022-03-20,59,British Columbia,Colombie-Britannique,Total,Total,11197426,4373931,4193950,2628381,1164,0,0,,,,,,,
2022-03-20,59,British Columbia,Colombie-Britannique,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2022-03-20,59,British Columbia,Colombie-Britannique,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2022-03-20,60,Yukon,Yukon,Moderna Spikevax formulations,Moderna Spikevax,82851,32935,32433,17483,0,0,0,,,,,,,
2022-03-20,60,Yukon,Yukon,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2022-03-20,60,Yukon,Yukon,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,
2022-03-20,60,Yukon,Yukon,Other vaccines,Janssen Jcovden,20,20,0,0,0,0,0,,,,,,,
2022-03-20,60,Yukon,Yukon,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2022-03-20,60,Yukon,Yukon,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),7679,2650,2672,2357,0,0,0,,,,,,,
2022-03-20,60,Yukon,Yukon,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),3419,2088,1331,0,0,0,0,,,,,,,
2022-03-20,60,Yukon,Yukon,Total,Total,93969,37693,36436,19840,0,0,0,,,,,,,
2022-03-20,60,Yukon,Yukon,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2022-03-20,60,Yukon,Yukon,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2022-03-20,61,Northwest Territories,Territoires du Nord-Ouest,Moderna Spikevax formulations,Moderna Spikevax,85088,34181,33269,17638,0,0,0,,,,,,,
2022-03-20,61,Northwest Territories,Territoires du Nord-Ouest,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2022-03-20,61,Northwest Territories,Territoires du Nord-Ouest,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,
2022-03-20,61,Northwest Territories,Territoires du Nord-Ouest,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2022-03-20,61,Northwest Territories,Territoires du Nord-Ouest,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2022-03-20,61,Northwest Territories,Territoires du Nord-Ouest,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),10324,4024,4353,1947,0,0,0,,,,,,,
2022-03-20,61,Northwest Territories,Territoires du Nord-Ouest,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),4435,2740,1695,0,0,0,0,,,,,,,
2022-03-20,61,Northwest Territories,Territoires du Nord-Ouest,Total,Total,99847,40945,39317,19585,0,0,0,,,,,,,
2022-03-20,61,Northwest Territories,Territoires du Nord-Ouest,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2022-03-20,61,Northwest Territories,Territoires du Nord-Ouest,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2022-03-20,62,Nunavut,Nunavut,Moderna Spikevax formulations,Moderna Spikevax,60582,23997,22905,13680,0,0,0,,,,,,,
2022-03-20,62,Nunavut,Nunavut,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2022-03-20,62,Nunavut,Nunavut,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,
2022-03-20,62,Nunavut,Nunavut,Other vaccines,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,
2022-03-20,62,Nunavut,Nunavut,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2022-03-20,62,Nunavut,Nunavut,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),9449,4168,3853,1428,0,0,0,,,,,,,
2022-03-20,62,Nunavut,Nunavut,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),6379,4077,2302,0,0,0,0,,,,,,,
2022-03-20,62,Nunavut,Nunavut,Total,Total,76410,32242,29060,15108,0,0,0,,,,,,,
2022-03-20,62,Nunavut,Nunavut,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2022-03-20,62,Nunavut,Nunavut,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2022-03-27,1,Canada,Canada,Moderna Spikevax formulations,Moderna Spikevax,22750944,6259207,8386910,7977978,126848,1,0,,,,,,,
2022-03-27,1,Canada,Canada,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2022-03-27,1,Canada,Canada,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,2812309,2238533,572326,1445,5,0,0,,,,,,,
2022-03-27,1,Canada,Canada,Other vaccines,Janssen Jcovden,19744,19125,523,96,0,0,0,,,,,,,
2022-03-27,1,Canada,Canada,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2022-03-27,1,Canada,Canada,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),52451567,22119231,20359564,9873731,99038,3,0,,,,,,,
2022-03-27,1,Canada,Canada,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),2804751,1674504,1129584,662,1,0,0,,,,,,,
2022-03-27,1,Canada,Canada,Total,Total,80919895,32362642,30477213,17854144,225892,4,0,,,,,,,
2022-03-27,1,Canada,Canada,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2022-03-27,1,Canada,Canada,Unknown,Unknown,80580,52042,28306,232,0,0,0,,,,,,,
2022-03-27,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Moderna Spikevax formulations,Moderna Spikevax,492926,103533,192553,195302,1538,0,0,,,,,,,
2022-03-27,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2022-03-27,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,28676,27829,842,5,0,0,0,,,,,,,
2022-03-27,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other vaccines,Janssen Jcovden,214,189,10,15,0,0,0,,,,,,,
2022-03-27,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2022-03-27,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),688594,330687,262390,94764,753,0,0,,,,,,,
2022-03-27,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),50724,29227,21490,7,0,0,0,,,,,,,
2022-03-27,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Total,Total,1261134,491465,477285,290093,2291,0,0,,,,,,,
2022-03-27,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2022-03-27,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2022-03-27,11,Prince Edward Island,Île-du-Prince-Édouard,Moderna Spikevax formulations,Moderna Spikevax,99598,29850,35811,33927,10,0,0,,,,,,,
2022-03-27,11,Prince Edward Island,Île-du-Prince-Édouard,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2022-03-27,11,Prince Edward Island,Île-du-Prince-Édouard,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,5961,5308,653,0,0,0,0,,,,,,,
2022-03-27,11,Prince Edward Island,Île-du-Prince-Édouard,Other vaccines,Janssen Jcovden,95,95,0,0,0,0,0,,,,,,,
2022-03-27,11,Prince Edward Island,Île-du-Prince-Édouard,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2022-03-27,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),245074,101678,97526,45819,51,0,0,,,,,,,
2022-03-27,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),14692,8488,6204,0,0,0,0,,,,,,,
2022-03-27,11,Prince Edward Island,Île-du-Prince-Édouard,Total,Total,365420,145419,140194,79746,61,0,0,,,,,,,
2022-03-27,11,Prince Edward Island,Île-du-Prince-Édouard,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2022-03-27,11,Prince Edward Island,Île-du-Prince-Édouard,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
2022-03-27,12,Nova Scotia,Nouvelle-Écosse,Moderna Spikevax formulations,Moderna Spikevax,684157,163193,308374,212590,0,0,0,,,,,,,
2022-03-27,12,Nova Scotia,Nouvelle-Écosse,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2022-03-27,12,Nova Scotia,Nouvelle-Écosse,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,61874,60411,1460,3,0,0,0,,,,,,,
2022-03-27,12,Nova Scotia,Nouvelle-Écosse,Other vaccines,Janssen Jcovden,608,593,14,1,0,0,0,,,,,,,
2022-03-27,12,Nova Scotia,Nouvelle-Écosse,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2022-03-27,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),1435542,626654,509980,298908,0,0,0,,,,,,,
2022-03-27,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),75510,47227,28274,9,0,0,0,,,,,,,
2022-03-27,12,Nova Scotia,Nouvelle-Écosse,Total,Total,2259039,898705,848723,511611,0,0,0,,,,,,,
2022-03-27,12,Nova Scotia,Nouvelle-Écosse,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2022-03-27,12,Nova Scotia,Nouvelle-Écosse,Unknown,Unknown,1348,627,621,100,0,0,0,,,,,,,
2022-03-27,13,New Brunswick,Nouveau-Brunswick,Moderna Spikevax formulations,Moderna Spikevax,511165,130841,209131,171193,,,0,,,,,,,
2022-03-27,13,New Brunswick,Nouveau-Brunswick,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,,,0,,,,,,,
2022-03-27,13,New Brunswick,Nouveau-Brunswick,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,50918,44340,6578,0,,,0,,,,,,,
2022-03-27,13,New Brunswick,Nouveau-Brunswick,Other vaccines,Janssen Jcovden,364,364,0,0,,,0,,,,,,,
2022-03-27,13,New Brunswick,Nouveau-Brunswick,Other vaccines,Medicago Covifenz,0,0,0,0,,,0,,,,,,,
2022-03-27,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),1123160,488413,419925,214822,,,0,,,,,,,
2022-03-27,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),55587,33549,22024,14,,,0,,,,,,,
2022-03-27,13,New Brunswick,Nouveau-Brunswick,Total,Total,1743088,698492,658462,386134,,,0,,,,,,,
2022-03-27,13,New Brunswick,Nouveau-Brunswick,Unknown,Not reported,0,0,0,0,,,0,,,,,,,
2022-03-27,13,New Brunswick,Nouveau-Brunswick,Unknown,Unknown,1894,985,804,105,,,0,,,,,,,
2022-03-27,24,Quebec,Québec,Moderna Spikevax formulations,Moderna Spikevax,5431191,1397055,1637977,2375252,20907,0,0,,,,,,,
2022-03-27,24,Quebec,Québec,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2022-03-27,24,Quebec,Québec,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,697940,531855,165540,545,0,0,0,,,,,,,
2022-03-27,24,Quebec,Québec,Other vaccines,Janssen Jcovden,192,192,0,0,0,0,0,,,,,,,
2022-03-27,24,Quebec,Québec,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2022-03-27,24,Quebec,Québec,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),11761644,4946372,4880728,1909412,25132,0,0,,,,,,,
2022-03-27,24,Quebec,Québec,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),726120,425143,300666,311,0,0,0,,,,,,,
2022-03-27,24,Quebec,Québec,Total,Total,18617267,7300722,6984981,4285525,46039,0,0,,,,,,,
2022-03-27,24,Quebec,Québec,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2022-03-27,24,Quebec,Québec,Unknown,Unknown,180,105,70,5,0,0,0,,,,,,,
2022-03-27,35,Ontario,Ontario,Moderna Spikevax formulations,Moderna Spikevax,8800602,2119006,3635416,2949264,96916,0,0,,,,,,,
2022-03-27,35,Ontario,Ontario,Moderna Spikevax formulations,Moderna Spikevax (ages 6 months-5 years),0,0,0,0,0,0,0,,,,,,,
2022-03-27,35,Ontario,Ontario,Other vaccines,AstraZeneca Vaxzevria/COVISHIELD,1088555,864777,223738,40,0,0,0,,,,,,,
2022-03-27,35,Ontario,Ontario,Other vaccines,Janssen Jcovden,3062,2924,76,62,0,0,0,,,,,,,
2022-03-27,35,Ontario,Ontario,Other vaccines,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,
2022-03-27,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 12 years and older),20461357,8685516,7536915,4204549,34377,0,0,,,,,,,
2022-03-27,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty formulations,Pfizer-BioNTech Comirnaty (ages 5-11 years),1035423,617592,417682,149,0,0,0,,,,,,,
2022-03-27,35,Ontario,Ontario,Total,Total,31388999,12289815,11813827,7154064,131293,0,0,,,,,,,
2022-03-27,35,Ontario,Ontario,Unknown,Not reported,0,0,0,0,0,0,0,,,,,,,
2022-03-27,35,Ontario,Ontario,Unknown,Unknown,0,0,0,0,0,0,0,,,,,,,
